-,-,-,-,-,-
LIBRARY,DBMS LAB,WP,WP LAB,IDS&IA ,SM
ML,DBMS LAB,WP,WP LAB,IDS&IA LAB,SM LAB
LIBRARY,LIBRARY,ML,DBMS,IDS&IA LAB,SM
LIBRARY,DMBS,ML LAB,LIBRARY,IDS&IA,SM
DHV,ML,ML LAB,LIBRARY,IDS&IA,-
DHV LAB,-,LIBRARY,LIBRARY,LIBRARY,-
DHV LAB,-,-,-,-,-
