-,-,-,-,-,-
LIBRARY,EEWS LAB,LIBRARY,PDA LAB,-,DCCA LAB
LADE,EEWS LAB,PEM,PDA LAB,-,DCCA LAB
PHY,PEM,ES,PEM,LADE,LADE
PHY  LAB,PHY,CT,DML LAB,DCCA,LIBRARY
PHY LAB,CT,ES TUT,DML LAB,PHY,-
LIBRARY,DCCA,DCCA,LADE TUT,PDA,-
-,-,-,-,-,-
