-,-,-,-,-,-
DT,EC LAB,DT,LIBRARY,LIBRARY,QSP LAB
BEEE LAB,EC LAB,LADE,MAE,EEWS LAB,QSP LAB
BEEE LAB,LADE,OSP,BEEE,EEWS LAB,MAE
-,PYTHON LAB,ES,LADE,DML LAB,LIBRARY
-,PYTHON LAB,BEEE,LADE TUT,DML LAB,-
LIBRARY,LIBRARY,ES TUT,OSP,LIBRARY,-
-,-,-,-,-,-
